Job Title,Resume
Acupuncturist,"Professional Summary

John Doe is a dedicated and experienced Acupuncturist recognized for his comprehensive knowledge and application of traditional Chinese medicine. With over 10 years of hands-on experience, he specializes in pain management, stress reduction, and holistic wellness. John's approach integrates the principles of acupuncture with nutritional counseling and herbal medicine, offering a well-rounded treatment plan to his patients. His commitment to continuous education and patient care excellence has earned him a loyal patient base and respect within the alternative medicine community.

Work Experience

Lead Acupuncturist - Harmony Wellness Center, Wellness City, TX
January 2015 - Present
Conduct patient assessments, formulate individual treatment plans, and perform acupuncture sessions.
Implement adjunctive therapies such as cupping, moxibustion, and Tui Na massage.
Provide dietary and lifestyle advice to complement acupuncture treatments.
Supervise a team of 3 junior acupuncturists, ensuring adherence to clinic standards and protocols.
Acupuncturist - Whole Health Institute, Wellness City, TX
June 2008 - December 2014
Performed an average of 20 acupuncture sessions per week, focusing on chronic pain and stress-related disorders.
Maintained thorough patient records and monitored treatment progress over time.
Engaged in community outreach programs to educate the public on the benefits of acupuncture.
Education

Master of Science in Traditional Chinese Medicine
Pacific College of Oriental Medicine, San Diego, CA
Graduated May 2008

Bachelor of Science in Biology
University of Texas, Austin, TX
Graduated May 2004

Skills

Expertise in traditional acupuncture techniques and point location
Proficient in adjunctive therapies such as cupping and moxibustion
Strong communication skills for effective patient consultation and education
Adept at customizing treatment plans based on patient needs and responses
Certifications

National Certification Commission for Acupuncture and Oriental Medicine (NCCAOM) - Board Certified Acupuncturist
Certified in Clean Needle Technique
Languages

English (Native proficiency)
Mandarin Chinese (Professional working proficiency)"
Acupuncturist,"Professional Summary

Dedicated alternative medicine professional with an in-depth knowledge of anatomy and medical terminology. Compassionate practitioner who integrates nutrition and lifestyle coaching into her practice. Licensed in 1993 (M.S.,L.Ac) and skilled in multiple styles of acupuncture including —– Cinical supervision faculty member of the Tri-State College of Acupuncturesince 1997. Comfortable working independently or in team environment.

Skill Highlights

Acupuncture
Aromatherapy/Essential oils
Nutritional advice
Basic Homeopathic remedies
Gemmotherapy/Bach Flower Remedies
Therapeutic exercise
Accomplishments

National Com. for Certification of Acupuncturists (NCCA) No. 921-081-096

City, State State License No. 000487

City, State State Massage Therapist License No. 3156

Professional Experience

Current

Senior Supervisor Company Name City, State

Senior Supervisor, Sydney Hillman Family Health Center

Senior Supervisor, Assistant to Clinical Supervisor, Student Clinic

Teaching Assistant, Point Location

Current

Licensed Acupuncturist Company Name City, State

Holistic healthcare practitioner incorporating a variety of alternative medicine techniques and lifestyle counseling into patient care plans. Clients of all ages with both short and long term health challenges.

01/1993 to 09/1994

Assistant to Clinical Supervisor Company Name City, State

01/1983 to 02/1994

Licensed Massage Therapist Company Name City, State

Swedish Massage

Education and Training

1997

An In Depth Study of Chinese Medicine Theory of Herbs and Formulas Jeffrey Yuan, Master Herbalist

1993

Master of Science in AcupunctureTri-State Institute for Traditional Chinese Acupuncture City, State

1986

Certification upon graduation: Gestalt Psychology Certification Program City, State

1985

Certification upon completion: Western Herbal Medicine Meadowsweet Herb School City, State

1983

Diploma upon graduation: Certification in Swedish Massage and Reflexology Swedish Institute of Massage Therapy City, State

1981

Business School University of Denver City, State"
Adjustor,"Summary

Diligent and detail-oriented professional with 4+ years of experience coordinating complex claims processes in compliance with regulatory requirements to reach fair and equitable settlements. Adept at determining proper course of action for coverage and disposition of claims through effective judgment, analytical, and decision-making skills. Skilled in delivering high-quality customer service while building profitable relationships. Poised to showcase claims adjustment excellence at SUPRA Insurance as a Senior Claims Adjuster.


Professional Experience

Central Mutual Insurance, Alpharetta, GA
Claims Representative, November 2020–Present

Collaborate with 5 senior claims specialists to fix 10+ historically troublesome claims weekly while determining company liability
Oversee multiple pending commercial and personal claims, maintaining customer service satisfaction level of 92%
Design, plan, and implement training sessions for regional claims personnel, resulting in an 8% decrease in payouts
Address and respond to customer concerns in pleasant manner while managing 300+ calls per month
Compile client data with discretion and formulate detailed reports to meet KPIs
Liberty Mutual Insurance, Columbus, GA
Claims Adjuster, June 2018–November 2020

Evaluated extent of company liability during investigations of 10+ insurance claims per month
Settled claims, decreased claim payouts, and researched to gather information and prepare 5 annual claims reports
Consulted with authorities to supervise property loss claims of moderate-to-high severity
Facilitated appeals of denied claims containing errors/issues and lack of prior authorization
Provided superior customer service by accompanying clients to appropriate departments for timely query identification and resolution, securing a 90% client satisfaction rate

Education

University of St. Thomas, St. Paul, MN
Bachelor of Science in Business Administration, June 2018

Honors: cum laude (GPA: 3.6/4.0)

Additional Skills

Certified Insurance Examiner (CIE), Insurance Regulatory Examiners Society (IRES)
Computer Skills: Xactimate, Audatex, Microsoft Word, Excel
Fluent in English and Spanish"
Adjustor,"Resume summary
Proactive and results-focused Claim Adjuster with over 3 years of experience and a bachelor's degree in Accounting & Finance from the University of South Florida. Excels in both independent and team settings, demonstrating exceptional problem-solving abilities.

Work experience
08/2016 - 07/2020, Claim Adjuster, SPAGO Group, LLC, Miami, FL, United States
Conducted thorough investigations of insurance claims and effectively communicated with claimants and witnesses.
Collaborated with legal professionals to stay informed on current laws and regulations.
Assessed company liability and meticulously maintained and managed pertinent documents and records.
Completed forms, negotiated settlements, and coordinated office functions as needed.
Recognized with the Employee of the Year Award for consistently finishing projects within deadlines.
Education
09/2012 - 05/2016, Accounting & Finance, University of South Florida, Tampa, FL, United States
Achieved a GPA of 3.98, ranking in the top 2% of the program
Participated in FinTech Society, Model United Nations, and Psychology Society clubs and societies
09/2008 - 05/2012, High School, Vestre Aker School, Oslo, Norway
Achieved Graduation with Distinction, earning Grade 1 (A/excellent equivalent) in all four subjects
Received the prestigious 2011 Principal's Award for outstanding academic accomplishments
Participated in Extracurricular Activities including Basketball Team, Economics Society, and Math Society
Skills
Languages
Norwegian
English
Spanish
Computer Skills
MS Office
A1 Tracker
Jenesis Software
Aspire
Strengths
Action oriented
Communication
Critical thinking
Flexibility
Multitasking
Negotiation
Responsibility
Teamwork
Volunteering
09/2014 - 05/2015, Class Representative, University of South Florida, Tampa, FL, United States
Certificates
07/2016, Florida Insurance Claims Adjuster License, AdjusterPro"
Administration Assistant,"Administrative Assistant
Highly organized and efficient administrative professional with 4 years of experience in managing projects and initiatives. Proven track record of increasing productivity by 10% and reducing administrative errors by 20%. Skilled in providing high-level administrative support to executives and contributing to the company's overall performance.
WORK EXPERIENCE
Administrative Assistant
3/2022 – Present
Sunder Mifflin
Coordinated and managed projects and initiatives for the organization, resulting in a 10% increase in productivity.
Led the implementation of a new office management system, streamlining daily operations and reducing administrative errors by 20%.
Provided high-level administrative support to executives, resulting in a positive impact on the company's overall performance.Provided exceptional customer service, directly resulting in a 5-point increase in customer satisfaction ratings.
Executive Assistant
3/2020 – 3/2022
Arcane Innovations
Executed tasks effectively and efficiently, resulting in a 15% increase in departmental productivity
Demonstrated strong ability to do quality work for the usual projects that an individual would be assigned at this level
Provided support to management, resulting in a positive impact on the company's overall performance
Optimized administrative processes, enabling more efficient document workflow that bolstered productivity
Administrative Assistant Intern
3/2019 – 3/2020
Equinox Enterprises
Assisted with general administrative tasks and projects, resulting in a positive impact on the company's overall performance
Demonstrated strong attention to detail, resulting in a 25% decrease in administrative errors
Provided support to management, resulting in a positive impact on the company's overall performance
Constructed comprehensive spreadsheets and presentations for team meetings and executive keynotes, creating visuals that highlighted successes and drove actionable insights
SKILLS & COMPETENCIES
Project Management
Office Management Systems
Executive Support
Effective Task Execution
Quality Work
Administrative Support
General Administrative Tasks
Attention to Detail
Time Management
Interpersonal Communication
Problem-Solving
Critical Thinking
Organization
Prioritization
Initiative
Multi-Tasking
Adaptability
Data Entry
Microsoft Office
Technical Writing
COURSES / CERTIFICATIONS
Administrative Assistant Certification (CAA)
11/2022
National Career Certification Board (NCCB)
Certified Administrative Professional (CAP)
11/2021
International Association of Accessibility Professionals (IAAP)
Microsoft Office Specialist (MOS)
11/2020
Microsoft
Education
Bachelor of Science in Business Administration
2016-2019
Arkansas Tech University
,
Russellville, AR
Business Administration
Communication"
Administration Assistant,"Dedicated and detail-oriented Administrative Support professional with proven success in streamlining administrative processes, travel management, and cost containment initiatives. Seeking to utilize organizational and research skills to provide exemplary administrative support at a growing organization and contribute to its continued success.
WORK EXPERIENCE
Administrative Support
08/2022 – Present
Apex Advisors
Increased process efficiency and department productivity through the development a new filing system that streamlined document organization, categorization, and storage
Met monthly department goal of processing 125 invoices per month with 100% accuracy and on time
Proactively provided regulatory compliance support and research to ensure department operations remain compliant with organizational and industry standards.
Secretary
11/2021 – 08/2022
Cedarwood Support Services
Proved expertise in travel management by arranging 100+ domestic and international trips; saved the organization over $4000 in total by negotiating discounts
Exceeded stakeholder expectations by effectively coordinating meetings and conference events on tight timelines
Championed a creative cost containment initiative that identified and reduced spending in non-essential department services by over 15%
Office Assistant
05/2021 – 11/2021
Supportive Services Co.
Showed excellence in data entry and database administration by successfully transitioning from paper-based process to an automated system, resulting in a 35% increase in data accuracy and aggregate speeds of information requests
Demonstrated exceptional customer service through providing timely, accurate responses to 200+ client inquiries every month
Awarded with the “Organizational Support of the Year” award for seamlessly managing the executive calendar and providing timely, professional administrative support.
SKILLS & COMPETENCIES
Filing System Development & Maintenance
Regulatory Compliance & Research
Communications & Collaboration
Travel Management & Expense Tracking
Cost Containment & Budget Management
Data Entry & Database Administration
Customer Service & Support
Calendar & Meeting Management
Time Management & Organization
Education
Bachelor of Science in Business Administration
2017-2021
Northern Michigan University
,
Marquette, MI
Business Administration
Marketing"
Administration Clerk,"Administrative Clerk
A highly organized and process-oriented Administrative Clerk with experience in supporting corporate initiatives and streamlining office operations. Seeking to leverage strong interpersonal and project management skills to serve as an integral contributor to [company name]'s success. Aiming to impact the organization through improved customer service and productivity goals.
WORK EXPERIENCE
Administrative Clerk
08/2022 – Present
Excel Enterprises
Generated over 50% cost savings by creatively consolidating purchasing agreements with key suppliers.
Developed a streamlined document filing system to ensure the office ran efficiently.
Designed an automated process that tracks and reconciles invoices while actively monitoring financial records.
Office Coordinator
11/2021 – 08/2022
Aspen Administrative Services
Pioneered an updated phone/voicemail system that reduced incoming call wait times by an average of 3 minutes
Reduced expenses related to office supplies and materials by introducing an innovative inventory management system
Successfully coordinated complex travel arrangements for senior executives to 25 countries in the region
Receptionist
05/2021 – 11/2021
Reliable Records Co.
Streamlined onboarding processes, resulting in a reduction in paperwork of over 25%
Developed and managed numerous automated systems, tools, and processes that increased enterprise efficiency
Collaboratively prepared executive correspondence, reports, and other documents for numerous high-profile meetings
SKILLS & COMPETENCIES
Communication & Interpersonal Skills
Financial Management
Organizational & Time-Management Skills
Problem Solving/Analytical Thinking
Attention to Detail
Computer Proficiency (Microsoft Office Suite, ERP, CRM)
Professionalism & Diplomacy
Adaptability & Flexibility
Customer Service & Conflict Resolution
Document & Database Management
Process Improvement & Quality Assurance
Multi-tasking & Prioritization
Education
Bachelor of Applied Science
2017-2021
University of Idaho
,
Moscow, ID
Administrative Support
Nonprofit Administration"
Administration Clerk,"EXPERIENCE
Google
March 2021 - Present
Administrative Clerk
Facilitated the transition to a paperless system, decreasing paper usage by 70%
Managed the onboarding process for 50 new employees, improving the onboarding efficiency by 25%
Created a central repository for company documents, reducing search times by 40%
Handled vendor relations, negotiating contracts that saved the company 15%
Coordinated travel arrangements for executives, cutting costs by 20% through bulk booking and discounts
Microsoft
July 2018 - February 2021
Executive Assistant
Maintained executive schedules with a 99% on-time rate
Organized 100+ corporate events, enhancing brand visibility by 30%
Oversaw the office budget, reducing expenses by 10% through cost-effective solutions
Coached.com
May 2015 - June 2018
Office Coordinator
Improved office layout, enhancing workflow and boosting team productivity by 20%
Scheduled and coordinated 200+ meetings annually, with a 95% attendance rate
Implemented a visitor management system, increasing security efficiency by 30%
Resume Worded
August 2014 - April 2015
Intern
Supported team in various administrative tasks, maintaining 100% accuracy
Updated digital databases, improving record-keeping accuracy by 15%
Organized office supplies, leading to a 10% reduction in wastage
EDUCATION
Resume Worded Institute
June 2021
Certified Administrative Professional (CAP)
Strategic planning module complementing high-level administrative functions
Resume Worded University
May 2015
Bachelor of Arts in Business Administration
Focus on Organizational Communication
Graduated with Honors
SKILLS
Office Software: MS Office Suite (Advanced), Google Workspace (Expert), SharePoint (Intermediate), QuickBooks (Basic), Trello (Intermediate), Slack (Intermediate)
Communication Tools: Zoom (Expert), Microsoft Teams (Expert), Slack (Expert), Asana (Intermediate), Salesforce (Basic), Skype for Business (Intermediate)
Document & Data Management: Concur (Intermediate), DocuSign (Advanced), FileMaker Pro (Intermediate), Adobe Acrobat Pro (Advanced), Type 75 WPM, Data Entry (Expert)
Languages: English (Native), Spanish (Conversational), French (Basic)
OTHER
Certification: Project Management Fundamentals (Lynda.com, 2019)
Awards: ‘Outstanding Administrative Support’ - Google Administrative Excellence Award (2022)
Volunteering: Volunteer Coordinator for EcoClean Initiative, committed to environmental advocacy and community cleanup (2019 - Present)
Professional Development: Attended ‘The Effective Admin’ Leadership Seminar (2020), Time Management Workshop (2018)"
Administration Manager,"Resume summary
Driven and results-driven Administration Manager with a demonstrated history of consistently achieving and exceeding set goals and objectives. Recognized as Employee of the Month for exceptional performance. Possess a proactive mindset, strong communication abilities, and adept at thriving in both independent and high-pressure team settings.

Work experience
07/2016 - 07/2020, Administration Manager, JQW Group, LLC, Claremont, CA, United States
Coordinated and supervised multiple office operations to align with company vision and goals.
Led a team of 10 employees, managed office calendars, and maintained relevant documentation.
Developed and implemented new processes to reduce expenses, resulting in a 20% cost reduction.
Ordered necessary office supplies and actively participated in weekly team meetings with managers and executives.
Recognized as Employee of the Month twice for consistently delivering high-quality work.
Education
09/2012 - 05/2016, Business Administration, Pomona College, Claremont, CA, United States
Achieved a GPA of 3.98, ranking in the top 3% of the program
Participated in clubs and societies including Business Club, Economics Society, and TEDx Club
09/2008 - 05/2012, High School, Grundskolan Norsen, Helsinki, Finland
Achieved Graduated with Distinction (Grade 1 - A/excellent equivalent in all subjects)
Won the 2011 Principal's Award for representing the school at multiple business competitions
Participated in Extracurricular Activities including Film Society, Political Society, and Tennis Club.
Skills
Languages
Finnish
English
German
Software Skills
MS Office
Bitrix24
TaskWorld
Slack, Trello
Strengths
Action oriented
Communication
Critical thinking
Leadership
Multitasking
Responsibility
Teamwork
Volunteering
09/2010 - 05/2012, Social Media Account Manager, Grundskolan Norsen, Helsinki, Finland
Certificates
04/2020, Certified Business Office Manager, MSIcertified"
Administration Manager,"Career objective
Results-oriented Administrative Manager with 4 years of experience demonstrating exceptional communication and leadership abilities. Collaborative team player with a keen eye for detail and a proactive mindset. Seeking a challenging Administrative Manager role in a dynamic company that values growth and development opportunities.

Work experience
09/2016 - 09/2020, Administrative Manager, B&E Group, Inc., Boston, MA, United States
Coordinated various office functions and supervised a team of 5 employees.
Created and maintained spreadsheets, databases, and report files, while also managing the ordering of office supplies.
Implemented cost-saving measures resulting in a 25% reduction in unnecessary office expenditures within one year.
Contributed to marketing and social media initiatives, and fostered communication with key clients and business partners.
Recognized as Employee of the Year for surpassing all assigned objectives.
Education
09/2012 - 05/2016, Business Administration, Boston College, Boston, MA, United States
Achieved a GPA of 3.98, ranking in the top 2% of the program
Participated in Business Club, Marketing Society, and TEDx Club
09/2008 - 05/2012, High School, Kielo International School, Helsinki, Finland
Achieved Graduated with Distinction, earning Grade 1 (equivalent to A/excellent) in all subjects
Participated in Extracurricular Activities including Chess Club, Golf Club, and Political Society
Skills
Languages
Finnish
English
Spanish
Software Skills
MS Office
Asana
Bitrix24
Fleep
Strengths
Adaptable
Communication
Independence
Leadership
Negotiation
Problem-solving
Responsibility
Volunteering
09/2014 - 05/2015, Vice President, Boston College Business Club, Boston, MA, United States
Certificates
11/2019, Certified Business Office Manager, MSIcertified"
Administration Staff,"Proficient Administration Staff with over 7 years of experience in managing office operations, providing comprehensive administrative support, and ensuring smooth daily functions in fast-paced environments. Demonstrated expertise in calendar management, document preparation, staff coordination, and office supply management. Adept at handling sensitive information, improving operational efficiency, and providing professional support to senior management. Skilled in customer service, problem-solving, and communication.

CORE COMPETENCIES
Office Administration
Calendar and Meeting Management
Document Preparation and Filing
Staff and Vendor Coordination
Data Entry and Record Keeping
Travel and Event Planning
Customer Service
Time Management
Communication and Interpersonal Skills
Microsoft Office Suite (Word, Excel, PowerPoint, Outlook)
WORK EXPERIENCE
Administrative Officer
Thames Group Ltd, London, UK
August 2018 – Present

Oversee day-to-day administrative tasks, including managing emails, phone calls, and correspondence for senior management.
Coordinate office logistics, including supply management, vendor negotiations, and maintaining office facilities.
Manage executive schedules, prepare meeting agendas, and draft meeting minutes.
Maintain confidential employee records and ensure accurate data entry into company systems.
Assist HR with recruitment tasks, onboarding new hires, and organizing employee training sessions.
Supervise travel arrangements for employees, including international travel bookings and accommodation.
Organize company events, meetings, and conferences, ensuring all logistics, catering, and materials are handled smoothly.
Develop and implement an electronic filing system that improved document retrieval time by 25%.
Supported office-wide transition to remote work, ensuring the continuity of operations during COVID-19.
Administrative Assistant
Silverline Solutions Inc., New York, NY, USA
June 2015 – July 2018

Provided administrative support to the executive team, managing calendars, organizing travel arrangements, and coordinating client meetings.
Conducted data entry tasks, maintained internal databases, and ensured proper filing of important documents.
Assisted in preparing reports, presentations, and correspondence for internal and external use.
Ordered office supplies, liaised with vendors, and handled inventory management.
Coordinated office repairs, maintenance, and ensured compliance with health and safety regulations.
Acted as the first point of contact for visitors and clients, handling inquiries professionally.
Assisted with organizing corporate events, training programs, and staff development initiatives.
Introduced a process improvement initiative that reduced office supply costs by 10%.
Receptionist/Administrative Support
Baker & Co. LLP, Chicago, IL, USA
January 2013 – May 2015

Greeted clients and visitors, answering phone calls and directing inquiries to the appropriate departments.
Managed daily administrative tasks including filing, photocopying, and managing incoming and outgoing mail.
Scheduled appointments and maintained executives’ calendars.
Assisted with managing office supplies and ensuring that inventory was well-stocked.
Supported office managers and senior executives with various administrative tasks.
Helped in the organization of meetings, training sessions, and team-building activities.
Implemented a new digital record-keeping system, reducing physical paperwork by 30%.
EDUCATION
Bachelor of Science in Business Administration
University of Manchester, Manchester, UK
Graduated: 2012

PROFESSIONAL DEVELOPMENT
Microsoft Office Specialist Certification (2020)
Administrative Support Training – Online Course (2019)
Customer Service and Communication Skills Workshop (2018)
KEY ACHIEVEMENTS
Spearheaded a paperless office initiative, reducing paperwork by 40% and increasing efficiency in document retrieval.
Successfully introduced a new office management software, boosting team productivity by 15%.
Saved the company 12% on annual travel costs by streamlining the travel booking process and renegotiating vendor contracts."
